,Suit1,Card1,Suit2,Card2,Suit3,Card3,Suit4,Card4,Suit5,Card5
314,Spades,Three,Hearts,King,Hearts,Four,Spades,King,Clubs,Eight
315,Hearts,Ace,Hearts,King,Clubs,Ace,Spades,Six,Clubs,Ten
316,Hearts,Six,Hearts,King,Diamonds,Jack,Diamonds,Six,Hearts,Two
317,Diamonds,Eight,Hearts,Queen,Spades,Nine,Hearts,Two,Spades,Five
318,Hearts,Jack,Hearts,King,Clubs,Nine,Hearts,Seven,Diamonds,King
319,Hearts,Six,Clubs,Two,Clubs,Nine,Hearts,Seven,Spades,Five
320,Hearts,Ace,Clubs,Ten,Clubs,Six,Spades,Three,Diamonds,Four
321,Clubs,Seven,Clubs,Queen,Spades,Three,Clubs,Five,Spades,Six
322,Hearts,Six,Diamonds,Ace,Hearts,Jack,Hearts,Two,Clubs,Five
323,Clubs,Three,Spades,Queen,Clubs,Queen,Hearts,King,Diamonds,Ten
324,Clubs,Ten,Spades,Four,Spades,Five,Hearts,Three,Clubs,King
325,Spades,Seven,Hearts,Three,Hearts,Ace,Hearts,Seven,Spades,Three
326,Diamonds,Queen,Diamonds,Two,Hearts,Five,Spades,Ace,Hearts,Eight
327,Hearts,Eight,Hearts,Queen,Spades,Ten,Hearts,Two,Diamonds,Seven
328,Clubs,Queen,Spades,Jack,Clubs,Jack,Hearts,Nine,Diamonds,Jack
329,Hearts,Four,Spades,Six,Hearts,King,Clubs,Ten,Hearts,Seven
330,Hearts,Seven,Spades,King,Spades,Queen,Hearts,Ace,Spades,Nine
331,Hearts,Three,Diamonds,Five,Hearts,Ace,Spades,Four,Diamonds,Eight
332,Clubs,Ace,Spades,Five,Clubs,Queen,Spades,Six,Diamonds,Nine
333,Hearts,Five,Clubs,Nine,Diamonds,Three,Clubs,Seven,Diamonds,Eight
334,Diamonds,Nine,Hearts,Queen,Diamonds,Seven,Clubs,Queen,Spades,Nine
335,Clubs,Two,Diamonds,Four,Hearts,Ace,Diamonds,Ten,Clubs,Eight
336,Diamonds,Seven,Diamonds,Queen,Hearts,Queen,Clubs,Three,Clubs,Four
337,Spades,Three,Clubs,Seven,Hearts,Seven,Hearts,King,Diamonds,Seven
338,Hearts,Three,Spades,King,Spades,Five,Diamonds,Ten,Diamonds,Seven
339,Clubs,Four,Clubs,Nine,Hearts,Seven,Hearts,Nine,Clubs,Five
340,Clubs,Nine,Clubs,Seven,Hearts,Nine,Diamonds,Seven,Clubs,Five
341,Hearts,Four,Hearts,Seven,Diamonds,Seven,Hearts,Three,Hearts,King
342,Clubs,Nine,Clubs,Four,Diamonds,Seven,Diamonds,Eight,Hearts,Six
343,Hearts,Jack,Spades,Nine,Clubs,Ten,Clubs,Five,Hearts,Nine
344,Spades,Jack,Hearts,Two,Hearts,Three,Diamonds,Jack,Clubs,Four
345,Spades,Queen,Hearts,Two,Clubs,Queen,Clubs,Eight,Spades,Jack
346,Hearts,Two,Clubs,Six,Clubs,King,Hearts,King,Spades,King
347,Spades,Ace,Diamonds,Six,Spades,Two,Clubs,Four,Diamonds,Ace
348,Clubs,Four,Clubs,Six,Diamonds,Queen,Hearts,Eight,Hearts,Three
349,Hearts,Nine,Spades,King,Clubs,Five,Hearts,Jack,Spades,Nine
350,Hearts,Five,Hearts,Jack,Diamonds,Six,Spades,Eight,Hearts,Seven
351,Clubs,Five,Diamonds,Four,Clubs,Seven,Spades,Two,Clubs,Nine
352,Diamonds,Seven,Spades,Nine,Clubs,Four,Clubs,Jack,Hearts,King
353,Diamonds,Four,Hearts,Ten,Diamonds,Six,Diamonds,Nine,Spades,Three
354,Spades,King,Clubs,Eight,Clubs,King,Clubs,Six,Diamonds,Two
355,Clubs,Ten,Diamonds,Queen,Diamonds,Seven,Hearts,Queen,Spades,Five
356,Spades,King,Clubs,Queen,Clubs,King,Hearts,Seven,Clubs,Eight
357,Hearts,Three,Spades,Six,Hearts,Six,Spades,King,Diamonds,Jack
358,Hearts,Seven,Clubs,Ace,Clubs,Jack,Diamonds,Three,Clubs,Queen
359,Hearts,Five,Spades,Ace,Diamonds,Five,Diamonds,Two,Hearts,Six
360,Diamonds,King,Hearts,King,Spades,Ace,Diamonds,Eight,Hearts,Four
361,Hearts,Four,Spades,Nine,Spades,Five,Diamonds,Five,Clubs,Seven
362,Spades,Seven,Clubs,Seven,Hearts,Four,Diamonds,Jack,Diamonds,Nine
363,Hearts,Two,Diamonds,Nine,Clubs,Two,Clubs,Nine,Hearts,Eight
364,Diamonds,Nine,Diamonds,Two,Clubs,Six,Diamonds,Ten,Diamonds,Seven
365,Clubs,Three,Hearts,Four,Diamonds,Eight,Clubs,Seven,Diamonds,Nine
366,Spades,Nine,Spades,Five,Diamonds,Four,Spades,Ten,Spades,Seven
367,Hearts,Queen,Clubs,Queen,Clubs,Eight,Clubs,Jack,Spades,Queen
368,Spades,Ace,Clubs,Six,Hearts,Four,Hearts,Nine,Hearts,Ace
369,Spades,Ten,Clubs,Six,Clubs,Jack,Clubs,Five,Spades,Queen
370,Hearts,Eight,Hearts,Jack,Clubs,Two,Clubs,Seven,Diamonds,Ace
371,Clubs,Five,Spades,Jack,Spades,Two,Clubs,Nine,Diamonds,Seven
372,Spades,Queen,Hearts,Seven,Spades,Nine,Clubs,Eight,Diamonds,Seven
373,Spades,Nine,Spades,Two,Diamonds,Seven,Clubs,King,Diamonds,Jack
374,Diamonds,Six,Diamonds,Eight,Spades,Queen,Clubs,Eight,Diamonds,Jack
375,Spades,Nine,Clubs,Eight,Clubs,Two,Clubs,Nine,Clubs,Jack
376,Diamonds,Four,Spades,Ten,Diamonds,Three,Clubs,King,Clubs,Four
377,Clubs,Five,Clubs,Two,Spades,Ten,Clubs,Jack,Spades,Jack
378,Spades,Seven,Diamonds,Three,Clubs,Three,Clubs,Ten,Diamonds,Queen
379,Spades,Four,Spades,Seven,Hearts,Seven,Diamonds,Four,Spades,Five
380,Clubs,Seven,Diamonds,Two,Spades,Three,Clubs,King,Clubs,Two
381,Diamonds,Four,Diamonds,King,Spades,Eight,Diamonds,Nine,Hearts,Nine
382,Clubs,Eight,Hearts,Nine,Diamonds,Eight,Hearts,Eight,Clubs,Three
383,Clubs,Three,Spades,Ace,Spades,Ten,Hearts,Two,Clubs,Four
384,Diamonds,Seven,Hearts,Four,Diamonds,Three,Spades,Eight,Hearts,Ace
385,Clubs,Seven,Hearts,King,Spades,Three,Hearts,Nine,Clubs,Ace
386,Clubs,Nine,Spades,Seven,Diamonds,King,Spades,Ace,Diamonds,Queen
387,Clubs,Four,Diamonds,Seven,Clubs,Ace,Clubs,Three,Spades,Nine
388,Diamonds,Eight,Clubs,Two,Spades,King,Diamonds,King,Clubs,Jack
389,Spades,Queen,Diamonds,Jack,Spades,Nine,Clubs,Eight,Spades,Seven
390,Hearts,Jack,Hearts,Seven,Clubs,Nine,Hearts,Five,Diamonds,Ten
391,Clubs,Ace,Diamonds,Nine,Diamonds,Two,Spades,Jack,Spades,Nine
392,Spades,Four,Diamonds,Queen,Spades,Ace,Spades,Seven,Hearts,Seven
393,Diamonds,Three,Hearts,King,Spades,Nine,Spades,Eight,Diamonds,Eight
394,Clubs,Ace,Spades,Six,Diamonds,Eight,Diamonds,Two,Hearts,Six
395,Clubs,Five,Hearts,Eight,Spades,Queen,Hearts,Queen,Hearts,King
396,Clubs,Jack,Spades,Two,Clubs,Ten,Diamonds,Queen,Hearts,Seven
397,Clubs,Four,Hearts,Seven,Diamonds,King,Diamonds,Queen,Spades,Two
398,Diamonds,Eight,Spades,Queen,Clubs,Jack,Clubs,Ace,Diamonds,Nine
399,Spades,Seven,Clubs,Queen,Clubs,Two,Diamonds,King,Hearts,Five
400,Spades,Five,Diamonds,Five,Diamonds,Two,Spades,King,Clubs,Four
401,Hearts,Jack,Diamonds,Queen,Diamonds,Ten,Clubs,Nine,Spades,King
402,Spades,King,Hearts,Three,Hearts,Seven,Spades,Nine,Diamonds,Seven
403,Hearts,Ace,Diamonds,Two,Clubs,Six,Spades,Jack,Clubs,Queen
404,Diamonds,Five,Hearts,Queen,Diamonds,Three,Hearts,Seven,Hearts,Nine
405,Clubs,Nine,Spades,Four,Hearts,Three,Diamonds,Seven,Hearts,Queen
406,Clubs,Jack,Hearts,Queen,Diamonds,Seven,Spades,Four,Spades,Ace
407,Clubs,Two,Diamonds,Jack,Spades,Four,Clubs,King,Spades,King
408,Clubs,Ace,Spades,Ace,Clubs,Three,Spades,Four,Spades,Eight
409,Clubs,Four,Hearts,Five,Spades,Three,Hearts,Jack,Clubs,King
410,Spades,Five,Diamonds,Five,Clubs,Queen,Spades,Two,Diamonds,Queen
411,Hearts,Eight,Clubs,Ten,Spades,Jack,Diamonds,Four,Diamonds,Three
412,Clubs,Six,Clubs,Three,Hearts,Five,Hearts,Jack,Spades,Eight
413,Clubs,Six,Hearts,Jack,Diamonds,Five,Spades,Five,Hearts,Ten
414,Spades,Two,Diamonds,Five,Hearts,Six,Diamonds,Ten,Diamonds,Three
415,Clubs,Ten,Spades,Ace,Spades,Jack,Hearts,Two,Clubs,King
416,Hearts,Jack,Spades,Ten,Diamonds,Nine,Spades,Two,Hearts,Six
417,Hearts,Ten,Spades,Three,Spades,Four,Hearts,Eight,Clubs,Jack
418,Clubs,Jack,Diamonds,Four,Clubs,Two,Spades,Four,Hearts,Six
419,Spades,Nine,Diamonds,Four,Spades,Jack,Clubs,Four,Clubs,Nine
420,Hearts,Four,Clubs,Nine,Diamonds,Two,Hearts,Queen,Spades,Six
421,Clubs,Nine,Spades,Eight,Spades,Six,Diamonds,Six,Clubs,Jack
422,Diamonds,Queen,Diamonds,Ace,Spades,Jack,Diamonds,Two,Spades,Five
423,Spades,Ace,Diamonds,Five,Spades,Seven,Hearts,Four,Spades,Ten
424,Diamonds,Seven,Spades,Two,Hearts,Seven,Spades,Seven,Hearts,Two
425,Spades,Five,Diamonds,Eight,Spades,Four,Hearts,Five,Diamonds,Jack
426,Diamonds,Eight,Hearts,Jack,Diamonds,Queen,Spades,Five,Spades,Nine
427,Diamonds,Queen,Diamonds,Nine,Diamonds,Two,Hearts,Three,Diamonds,Six
428,Diamonds,Nine,Diamonds,King,Hearts,Five,Spades,Eight,Clubs,Eight
429,Hearts,Ace,Diamonds,Jack,Spades,Four,Spades,Eight,Hearts,Eight
430,Diamonds,Three,Spades,Five,Hearts,Two,Diamonds,Six,Clubs,Ten
431,Diamonds,Nine,Diamonds,Ace,Hearts,Eight,Clubs,Nine,Spades,Ten
432,Clubs,Ace,Spades,Five,Spades,Queen,Diamonds,Two,Spades,Ten
433,Hearts,Seven,Hearts,Jack,Spades,King,Spades,Three,Spades,Five
434,Spades,Ten,Hearts,Jack,Hearts,Seven,Hearts,Two,Diamonds,Jack
435,Hearts,Four,Hearts,Jack,Clubs,Six,Clubs,Ten,Diamonds,Ten
436,Clubs,Eight,Spades,King,Clubs,Four,Clubs,Queen,Hearts,Ace
437,Spades,Two,Spades,Six,Clubs,Ace,Diamonds,Nine,Clubs,Eight
438,Clubs,Five,Spades,Ace,Spades,Three,Diamonds,Six,Hearts,Ten
439,Spades,Seven,Clubs,Eight,Diamonds,Jack,Clubs,Five,Clubs,Seven
440,Hearts,Jack,Spades,Three,Diamonds,Seven,Hearts,Queen,Hearts,Four
441,Clubs,Seven,Clubs,Ace,Hearts,Five,Hearts,Two,Spades,Three
442,Diamonds,Five,Hearts,King,Clubs,Jack,Spades,Two,Diamonds,Jack
443,Hearts,Ten,Hearts,Four,Hearts,Three,Diamonds,Three,Diamonds,Ace
444,Hearts,King,Spades,Queen,Clubs,King,Spades,Four,Spades,Two
445,Clubs,Three,Clubs,Six,Clubs,Five,Hearts,Three,Spades,Three
446,Clubs,Queen,Spades,Six,Spades,Ten,Clubs,Three,Clubs,Two
447,Hearts,Ten,Hearts,Ace,Hearts,Three,Spades,Two,Hearts,Two
448,Clubs,King,Clubs,Six,Hearts,King,Spades,Two,Diamonds,King
449,Hearts,Six,Diamonds,Six,Clubs,Queen,Diamonds,Eight,Clubs,Eight
450,Clubs,Ace,Hearts,Ten,Spades,Nine,Diamonds,Two,Diamonds,Seven
451,Hearts,Jack,Spades,Three,Diamonds,Nine,Diamonds,Ten,Diamonds,Five
452,Spades,Six,Clubs,Eight,Clubs,Five,Spades,Seven,Clubs,Three
453,Spades,King,Spades,Eight,Hearts,King,Clubs,Three,Hearts,Three
454,Diamonds,Nine,Spades,Ten,Diamonds,Three,Spades,Eight,Clubs,Ace
455,Diamonds,Nine,Clubs,Jack,Spades,Five,Diamonds,Five,Hearts,King
456,Hearts,Two,Hearts,Seven,Diamonds,Two,Clubs,Ace,Clubs,Five
457,Diamonds,Two,Diamonds,Four,Spades,Queen,Diamonds,Queen,Hearts,Six
458,Hearts,Ace,Diamonds,Jack,Diamonds,Six,Spades,Two,Spades,Seven
459,Spades,Eight,Hearts,Ten,Spades,Two,Clubs,Nine,Hearts,Five
460,Diamonds,King,Spades,Two,Hearts,Jack,Clubs,Queen,Hearts,Five
461,Hearts,Three,Hearts,Ace,Clubs,Six,Diamonds,Two,Hearts,Queen
462,Spades,Queen,Hearts,Five,Spades,King,Hearts,Jack,Spades,Nine
463,Diamonds,Four,Spades,Ten,Diamonds,King,Spades,Six,Clubs,Seven
464,Clubs,Seven,Spades,Nine,Spades,Seven,Clubs,Six,Hearts,Four
465,Clubs,King,Hearts,Seven,Clubs,Jack,Hearts,Jack,Spades,Four
466,Hearts,Two,Clubs,Six,Diamonds,Four,Clubs,Eight,Clubs,Ace
467,Spades,Two,Clubs,Nine,Hearts,Six,Hearts,Eight,Diamonds,King
468,Clubs,Jack,Diamonds,Three,Diamonds,Six,Spades,Jack,Hearts,Six
469,Clubs,King,Hearts,Nine,Diamonds,Seven,Diamonds,Jack,Hearts,Seven
470,Spades,Ace,Clubs,Queen,Hearts,Four,Hearts,Seven,Diamonds,Three
471,Spades,Three,Spades,Six,Spades,Nine,Spades,Seven,Diamonds,Nine
472,Spades,Jack,Hearts,Four,Diamonds,Seven,Spades,Ace,Spades,Nine
473,Diamonds,King,Clubs,Eight,Hearts,Two,Hearts,Jack,Spades,Four
474,Spades,Nine,Clubs,Five,Hearts,Three,Hearts,Jack,Hearts,Six
475,Diamonds,Ace,Hearts,Ace,Diamonds,Six,Clubs,Ace,Spades,Seven
476,Spades,Nine,Diamonds,Three,Hearts,Four,Diamonds,Ace,Spades,Eight
477,Clubs,Queen,Hearts,Queen,Diamonds,Queen,Spades,King,Diamonds,Four
478,Clubs,Ten,Clubs,Queen,Spades,Nine,Spades,Four,Diamonds,Eight
479,Diamonds,Three,Diamonds,King,Diamonds,Two,Diamonds,Jack,Clubs,Queen
480,Hearts,Three,Diamonds,Three,Hearts,King,Hearts,Six,Hearts,Four
481,Diamonds,Six,Diamonds,Five,Hearts,King,Hearts,Six,Spades,Ten
482,Hearts,King,Clubs,Six,Clubs,Two,Diamonds,Two,Spades,Two
483,Hearts,Jack,Clubs,Jack,Hearts,Five,Diamonds,Ace,Spades,Nine
484,Clubs,King,Spades,Queen,Spades,Nine,Diamonds,Six,Diamonds,Three
485,Hearts,Five,Spades,Five,Diamonds,Two,Diamonds,Ace,Clubs,Three
486,Hearts,Four,Clubs,Four,Spades,Queen,Hearts,Three,Hearts,Ten
487,Hearts,Five,Diamonds,Nine,Hearts,Six,Diamonds,Three,Clubs,Seven
488,Spades,Two,Hearts,Eight,Clubs,Six,Diamonds,Four,Spades,Queen
489,Diamonds,Ace,Hearts,Five,Clubs,Five,Diamonds,Nine,Clubs,Four
490,Spades,King,Hearts,Nine,Diamonds,Eight,Clubs,Ace,Hearts,Ace
491,Hearts,Nine,Hearts,Eight,Diamonds,Ten,Clubs,Ten,Spades,Ten
492,Hearts,Two,Diamonds,Ten,Spades,Jack,Spades,Six,Spades,Eight
493,Spades,Six,Clubs,Jack,Clubs,Six,Clubs,Five,Diamonds,Ten
494,Clubs,Ten,Spades,King,Spades,Two,Diamonds,Ten,Clubs,King
495,Diamonds,Six,Spades,Queen,Diamonds,Three,Spades,Three,Hearts,Nine
496,Spades,Ten,Clubs,Five,Spades,King,Spades,Two,Diamonds,King
497,Clubs,Seven,Diamonds,Three,Spades,Five,Spades,Eight,Diamonds,Ten
498,Clubs,Ten,Hearts,Nine,Hearts,Four,Spades,Four,Hearts,Two
499,Spades,Nine,Diamonds,Seven,Hearts,King,Spades,King,Hearts,Two
500,Hearts,Ten,Spades,Six,Spades,Queen,Spades,Five,Clubs,Three
501,Spades,Three,Hearts,Jack,Diamonds,Four,Spades,Two,Diamonds,Eight
502,Spades,Eight,Hearts,Four,Clubs,King,Hearts,Three,Clubs,Queen
503,Diamonds,Ten,Clubs,Ten,Hearts,Five,Diamonds,Four,Clubs,Five
504,Spades,Queen,Clubs,Queen,Clubs,Jack,Hearts,Four,Diamonds,King
505,Spades,Ten,Diamonds,Six,Clubs,Four,Clubs,Eight,Clubs,Ace
506,Clubs,Three,Diamonds,Nine,Spades,Queen,Diamonds,Five,Spades,Nine
507,Diamonds,Seven,Spades,Six,Diamonds,Ace,Hearts,Jack,Diamonds,Five
508,Diamonds,Ten,Spades,Nine,Spades,King,Spades,Six,Hearts,Three
509,Diamonds,Ten,Diamonds,Five,Diamonds,King,Spades,Three,Spades,Nine
510,Hearts,King,Spades,Ten,Spades,Six,Diamonds,King,Clubs,Six
511,Hearts,Three,Diamonds,Nine,Diamonds,Queen,Diamonds,Six,Spades,Nine
512,Clubs,Four,Spades,Four,Hearts,Four,Diamonds,Ace,Hearts,Ace
513,Clubs,Eight,Clubs,Ten,Diamonds,Five,Spades,Queen,Hearts,Five
514,Clubs,Six,Spades,Three,Clubs,King,Spades,Ten,Spades,Seven
515,Clubs,Queen,Hearts,Ten,Hearts,King,Hearts,Four,Spades,Six
516,Spades,Six,Diamonds,Jack,Spades,Seven,Clubs,Four,Hearts,Two
517,Spades,Six,Spades,Queen,Diamonds,Four,Diamonds,King,Spades,Jack
518,Hearts,Jack,Hearts,Nine,Clubs,Jack,Spades,King,Diamonds,Ten
519,Diamonds,Ten,Spades,Queen,Spades,Ten,Diamonds,Two,Diamonds,Four
520,Diamonds,Five,Hearts,Seven,Hearts,Nine,Clubs,Queen,Clubs,Four
521,Clubs,Ten,Diamonds,Ace,Clubs,Two,Clubs,Seven,Spades,Eight
522,Spades,Seven,Clubs,Jack,Clubs,Queen,Spades,Queen,Spades,Jack
523,Clubs,Five,Spades,Three,Diamonds,Four,Clubs,Ten,Spades,Queen
524,Spades,Three,Clubs,Eight,Hearts,Six,Clubs,Queen,Diamonds,King
525,Hearts,Jack,Hearts,Seven,Clubs,Ten,Clubs,Queen,Spades,Ace
526,Diamonds,Four,Clubs,Four,Clubs,Ten,Clubs,King,Spades,Two
527,Spades,Two,Spades,Ace,Clubs,Queen,Clubs,King,Diamonds,King
528,Diamonds,Three,Spades,Seven,Diamonds,Five,Diamonds,Six,Spades,Eight
529,Hearts,Eight,Diamonds,Nine,Spades,Six,Clubs,Jack,Spades,Nine
530,Spades,King,Spades,Eight,Hearts,Eight,Clubs,Ten,Clubs,Ace
531,Clubs,Three,Diamonds,Three,Diamonds,Eight,Hearts,Five,Spades,King
532,Clubs,Queen,Hearts,Ace,Hearts,Three,Diamonds,Jack,Diamonds,King
533,Spades,Three,Diamonds,Six,Spades,King,Clubs,Three,Spades,Five
534,Diamonds,Four,Clubs,Seven,Spades,Queen,Spades,Seven,Clubs,Ten
535,Diamonds,Queen,Spades,Seven,Clubs,Six,Diamonds,Jack,Hearts,Nine
536,Diamonds,Seven,Hearts,Seven,Diamonds,Five,Spades,Four,Spades,King
537,Spades,Two,Spades,Three,Diamonds,Eight,Diamonds,Seven,Spades,Four
538,Spades,Six,Hearts,Ten,Spades,Ten,Spades,Four,Diamonds,Three
539,Diamonds,Seven,Hearts,Six,Clubs,King,Diamonds,Two,Spades,Eight
540,Spades,Ace,Diamonds,Queen,Diamonds,Eight,Hearts,Eight,Clubs,Ten
541,Hearts,Five,Clubs,Four,Spades,Jack,Hearts,Ace,Diamonds,Two
542,Hearts,Seven,Hearts,King,Clubs,Eight,Spades,Three,Clubs,Ace
543,Diamonds,King,Clubs,Seven,Spades,Ten,Spades,Six,Diamonds,Two
544,Hearts,Seven,Clubs,Jack,Clubs,Ten,Spades,Two,Diamonds,Three
545,Spades,King,Spades,Three,Clubs,King,Hearts,Three,Spades,Ace
546,Clubs,Three,Spades,Four,Clubs,King,Spades,Jack,Spades,Two
547,Diamonds,Seven,Clubs,Jack,Spades,Five,Clubs,Four,Spades,Three
548,Clubs,Four,Clubs,Seven,Clubs,Queen,Spades,Nine,Hearts,Ten
549,Diamonds,Queen,Diamonds,Jack,Clubs,Four,Spades,Three,Diamonds,King
550,Spades,Queen,Diamonds,Three,Hearts,Seven,Diamonds,Six,Clubs,Queen
551,Diamonds,Eight,Hearts,Eight,Diamonds,Six,Spades,Six,Hearts,King
552,Diamonds,Ace,Diamonds,Five,Hearts,Seven,Hearts,Eight,Diamonds,Ten
553,Clubs,Ace,Spades,Ace,Spades,Seven,Diamonds,Six,Spades,Eight
554,Diamonds,Seven,Spades,Ten,Diamonds,Ten,Spades,Eight,Hearts,Three
555,Clubs,Ace,Clubs,Ten,Diamonds,Three,Spades,Five,Hearts,Seven
556,Hearts,Nine,Hearts,Queen,Diamonds,Five,Clubs,Ace,Diamonds,Six
557,Diamonds,Four,Diamonds,King,Diamonds,Eight,Spades,Three,Diamonds,Three
558,Hearts,Queen,Clubs,Five,Spades,Three,Diamonds,King,Diamonds,Two
559,Hearts,Ten,Spades,Seven,Diamonds,Four,Clubs,Nine,Diamonds,Ace
560,Clubs,Four,Diamonds,Seven,Hearts,Seven,Spades,Queen,Clubs,Jack
561,Spades,Nine,Diamonds,King,Hearts,Ten,Spades,Seven,Hearts,King
562,Diamonds,Jack,Clubs,Five,Spades,Ace,Diamonds,Nine,Spades,Ten
563,Spades,Two,Spades,Jack,Spades,King,Diamonds,Jack,Hearts,Ten
564,Diamonds,Four,Hearts,Three,Hearts,Jack,Spades,Three,Hearts,Eight
565,Clubs,Two,Hearts,Four,Spades,Nine,Diamonds,Five,Diamonds,Four
566,Spades,Ace,Hearts,Nine,Spades,Ten,Clubs,Six,Spades,Six
567,Diamonds,Six,Spades,Six,Clubs,Ten,Hearts,Seven,Diamonds,King
568,Diamonds,Queen,Spades,Eight,Clubs,Jack,Diamonds,Six,Clubs,Three
569,Clubs,Four,Spades,Eight,Spades,Two,Spades,Ten,Hearts,Nine
570,Spades,Nine,Diamonds,King,Clubs,Six,Spades,King,Hearts,Eight
571,Hearts,Seven,Diamonds,Jack,Hearts,Ace,Hearts,Four,Spades,Three
572,Spades,Ace,Spades,Seven,Hearts,Two,Diamonds,Two,Hearts,Eight
573,Hearts,Three,Spades,Queen,Diamonds,Ace,Hearts,Two,Clubs,Four
574,Clubs,Queen,Spades,Queen,Hearts,Four,Hearts,Three,Spades,Jack
575,Diamonds,Jack,Spades,Eight,Hearts,Two,Diamonds,Ace,Clubs,Jack
576,Spades,Ace,Clubs,Seven,Diamonds,Nine,Hearts,Jack,Spades,King
577,Hearts,Seven,Diamonds,Nine,Clubs,Ten,Spades,King,Hearts,Four
578,Clubs,Seven,Diamonds,Ten,Diamonds,Jack,Hearts,Jack,Diamonds,Three
579,Diamonds,King,Diamonds,Eight,Diamonds,Ace,Clubs,Four,Spades,Six
580,Diamonds,Two,Diamonds,Eight,Diamonds,Nine,Spades,Ten,Spades,Six
581,Spades,Nine,Diamonds,Jack,Clubs,Four,Hearts,Four,Spades,Queen
582,Spades,Nine,Diamonds,Ace,Diamonds,Three,Clubs,King,Spades,Seven
583,Hearts,Ten,Spades,Two,Clubs,Queen,Clubs,Ten,Spades,Five
584,Hearts,Ace,Clubs,Four,Hearts,Eight,Spades,Ace,Diamonds,Nine
585,Hearts,Jack,Clubs,Seven,Hearts,Five,Diamonds,Ace,Clubs,Eight
586,Clubs,Seven,Hearts,Five,Clubs,Two,Clubs,Five,Hearts,Jack
587,Clubs,Four,Diamonds,Six,Hearts,Two,Spades,Five,Hearts,King
588,Hearts,King,Hearts,Eight,Spades,King,Hearts,Ten,Clubs,Two
589,Hearts,King,Diamonds,Nine,Diamonds,Six,Spades,Two,Clubs,Four
590,Clubs,Six,Clubs,Seven,Diamonds,Four,Spades,Nine,Diamonds,Three
591,Clubs,Nine,Hearts,Jack,Hearts,Ten,Diamonds,Seven,Clubs,Five
592,Hearts,Nine,Clubs,King,Spades,Five,Clubs,Five,Hearts,Eight
593,Diamonds,Seven,Spades,Three,Diamonds,Jack,Diamonds,Three,Diamonds,Queen
594,Hearts,Queen,Clubs,Ace,Diamonds,Queen,Clubs,Four,Diamonds,Seven
595,Spades,Ace,Spades,Seven,Diamonds,Nine,Diamonds,Jack,Hearts,Six
596,Hearts,Seven,Hearts,Queen,Clubs,Jack,Spades,Four,Diamonds,Two
597,Spades,Seven,Hearts,Three,Spades,Four,Clubs,Nine,Clubs,Four
598,Hearts,Six,Spades,Two,Clubs,Queen,Clubs,Jack,Clubs,Nine
599,Diamonds,Two,Spades,Eight,Clubs,Ten,Spades,Five,Hearts,King
600,Clubs,Ten,Diamonds,Two,Spades,Ace,Diamonds,King,Clubs,Four
601,Clubs,Queen,Diamonds,Seven,Hearts,Three,Diamonds,Eight,Spades,King
602,Clubs,Six,Diamonds,King,Clubs,Ace,Spades,King,Spades,Seven
603,Spades,Ace,Clubs,Ten,Spades,Seven,Diamonds,Nine,Diamonds,Two
604,Diamonds,Jack,Diamonds,Ace,Spades,Three,Diamonds,Queen,Hearts,Queen
605,Spades,Two,Diamonds,King,Spades,King,Diamonds,Jack,Diamonds,Ace
606,Spades,Six,Diamonds,King,Spades,Seven,Clubs,Eight,Diamonds,Eight
607,Hearts,Three,Hearts,Seven,Clubs,Jack,Diamonds,Ten,Clubs,Seven
608,Clubs,Six,Spades,Seven,Diamonds,Jack,Hearts,Nine,Diamonds,Four
609,Clubs,Eight,Hearts,Three,Spades,King,Clubs,Ten,Spades,Ten
610,Diamonds,Four,Hearts,Ten,Clubs,Jack,Spades,King,Clubs,Seven
611,Spades,King,Hearts,Six,Diamonds,Seven,Clubs,Two,Diamonds,Five
612,Diamonds,Eight,Clubs,Seven,Clubs,Queen,Spades,Five,Spades,Seven
613,Spades,Ten,Diamonds,Eight,Hearts,Three,Diamonds,Ten,Clubs,Seven
614,Clubs,Two,Hearts,Nine,Hearts,Six,Hearts,Five,Clubs,Jack
615,Diamonds,Two,Spades,Three,Spades,Ace,Spades,Nine,Clubs,Two
616,Diamonds,Ace,Clubs,Eight,Hearts,Nine,Spades,Queen,Spades,Seven
617,Clubs,Ace,Hearts,Six,Hearts,Two,Diamonds,Ten,Clubs,Jack
618,Spades,Six,Spades,Three,Hearts,Nine,Spades,Seven,Diamonds,Four
619,Spades,Eight,Spades,Ten,Hearts,Six,Diamonds,Ten,Diamonds,King
620,Clubs,Jack,Diamonds,Four,Diamonds,Two,Hearts,King,Spades,Ten
621,Clubs,Four,Spades,Nine,Spades,King,Hearts,Nine,Spades,Three
622,Diamonds,Six,Clubs,Four,Diamonds,Two,Spades,Ace,Clubs,Queen
623,Hearts,Five,Hearts,Ten,Hearts,Three,Clubs,Nine,Diamonds,King
624,Clubs,Queen,Diamonds,Four,Clubs,Nine,Diamonds,Ace,Diamonds,Ten
625,Clubs,King,Hearts,Two,Hearts,Eight,Clubs,Four,Hearts,Seven
626,Spades,Five,Diamonds,Ace,Clubs,Five,Clubs,Ace,Hearts,Queen
627,Diamonds,Seven,Clubs,Five,Clubs,Jack,Hearts,Eight,Spades,Four
628,Diamonds,King,Spades,Queen,Spades,Jack,Diamonds,Two,Clubs,Five
